workflow_id,workflow_length,number_of_agents,workflow_depth,execution_time,cost,retry_count,success,parallel_enabled,mutation_type_encoded,fitness
Application_758316908,30,7,16,767309.98,7500,5,0.0,0,0,27.71
Application_758356402,55,9,18,3690882.413,5000,11,0.6,0,0,47.12
Application_758985626,41,8,18,4452604.544,17000,9,0.0,0,0,21.59
Application_761959932,31,8,14,688723.624,17200,7,0.0,0,0,27.26
Application_762367111,30,6,16,1165804.9,7500,5,0.0,0,0,26.44
Application_76329309,49,10,18,1528869.735,10000,9,0.0,0,0,25.41
Application_764468920,28,5,13,2734749.367,50000,4,0.0,0,0,22.43
Application_765916186,40,10,16,1725530.11,15000,9,0.5,0,0,44.64
Application_767475240,71,10,18,2574446.521,15400,10,0.2857142857142857,0,0,34.82
Application_76792437,26,6,13,842880.827,5000,4,0.6666666666666667,0,0,56.29
Application_768179563,20,4,11,2643270.366,37000,3,0.5,0,0,45.58
Application_769217696,44,7,16,1271349.062,29000,11,0.5,0,0,44.45
Application_770159792,36,8,13,2836311.845,5000,7,0.6666666666666667,0,0,50.59
Application_774787486,33,7,16,2186858.242,10000,4,0.33333333333333337,0,0,39.65
Application_775833032,53,9,20,1146598.893,15000,8,0.4,0,0,41.89
Application_784275418,26,5,13,4619540.285,5000,3,0.0,0,0,26.44
Application_785425443,20,3,11,775275.818,20000,3,0.5,0,0,50.68
Application_788421650,31,9,11,5000842.618,0,7,0.0,0,0,22.59
Application_788960916,21,3,13,2741942.589,45000,2,0.5,0,0,46.83
Application_789526868,25,5,13,2918300.805,12500,4,0.33333333333333337,0,0,38.57
Application_789808316,48,9,18,923317.644,9000,11,0.6,0,0,51.03
Application_789888813,73,13,19,3194926.336,20000,15,0.5555555555555556,0,0,44.58
Application_792000013,42,8,16,3268858.027,32000,9,0.19999999999999996,0,0,29.33
Application_796925887,27,6,14,442387.505,25000,5,0.0,0,0,27.99
Application_798154047,60,10,16,1379976.853,10000,17,0.6,0,0,49.72
Application_798605556,23,5,13,761059.459,35000,3,0.5,0,0,49.54
Application_800564582,42,8,18,1551223.49,25000,7,0.33333333333333337,0,0,37.5
Application_801698526,38,7,16,844298.229,22000,7,0.19999999999999996,0,0,34.26
Application_802195798,37,6,13,3708258.862,10000,6,0.33333333333333337,0,0,36.04
Application_803879893,53,10,16,950214.657,10000,11,0.2857142857142857,0,0,38.29
Application_804771729,28,6,16,761932.651,5000,4,0.0,0,0,29.93
Application_804815556,32,7,17,1366544.517,10000,4,0.0,0,0,27.75
Application_805084701,24,4,14,328527.956,17500,3,0.33333333333333337,0,0,46.83
Application_805634000,51,9,17,3284966.747,5600,8,0.6,0,0,47.43
Application_807098596,35,7,14,693112.327,0,8,0.6666666666666667,0,0,55.29
Application_807916303,71,15,19,5166925.821,12000,16,0.4285714285714286,0,0,38.68
Application_813133375,55,11,19,843223.946,33800,9,0.6,0,0,49.32
Application_818693455,30,5,14,621662.367,21000,6,0.33333333333333337,0,0,40.61
Application_819930551,23,5,11,3787735.303,26500,3,0.0,0,0,25.32
Application_820671844,31,6,14,2698829.862,10000,7,0.0,0,0,23.68
Application_820867760,66,11,18,3193930.404,16000,17,0.5,0,0,42.68
Application_821425679,37,8,16,783624.875,15000,7,0.0,0,0,27.05
Application_822422484,26,5,14,858935.006,25000,4,0.33333333333333337,0,0,41.3
Application_822724921,49,8,19,621651.95,30000,8,0.6,0,0,50.55
Application_823693253,32,7,15,2481287.305,17500,6,0.0,0,0,23.33
Application_827969862,67,13,18,3089781.094,6500,11,0.5714285714285714,0,0,46.4
Application_828200680,21,3,13,2743216.489,35000,2,0.5,0,0,47.63
Application_828524494,22,4,11,3969017.174,25000,2,0.5,0,0,47.3
Application_829714042,31,6,18,499050.181,10000,4,0.0,0,0,30.82
Application_831186652,93,19,19,1576886.582,5000,21,0.19999999999999996,0,0,33.71
Application_832178933,42,9,16,2509187.924,27500,10,0.5,0,0,42.5
Application_83337214,51,9,16,1807253.841,40000,13,0.4,0,0,38.5
Application_836161395,41,8,16,2594803.132,10000,8,0.4,0,0,39.8
Application_83876660,76,13,18,3965775.574,19500,19,0.6666666666666667,0,0,48.41
Application_838952120,39,7,18,602884.827,12500,7,0.4,0,0,44.05
Application_842478362,37,7,14,768355.985,45800,9,0.6666666666666667,0,0,51.31
Application_842511489,27,6,14,770418.737,15000,5,0.0,0,0,27.1
Application_843590096,29,4,14,522391.119,10000,5,0.6666666666666667,0,0,55.35
Application_843851724,29,6,13,3762814.871,6000,4,0.5,0,0,44.98
Application_847920548,30,7,13,4285941.255,10000,5,0.0,0,0,22.26
Application_854178970,60,12,19,3963163.111,20000,10,0.0,0,0,21.7
Application_854402455,38,7,17,1056156.392,40000,6,0.6666666666666667,0,0,50.8
Application_854409161,18,3,11,2671954.035,5000,2,0.5,0,0,50.11
Application_854524772,31,5,16,1550698.384,0,5,0.25,0,0,36.17
Application_855041381,51,10,20,889459.886,5000,8,0.16666666666666663,0,0,34.13
Application_855486492,42,8,16,522894.834,10000,9,0.19999999999999996,0,0,36.68
Application_857715587,18,3,11,2649650.194,40000,2,0.5,0,0,47.33
Application_861489057,34,6,17,757336.141,5000,5,0.0,0,0,27.95
Application_862160604,26,5,11,4813216.975,20000,4,0.5,0,0,43.11
Application_862362303,20,4,11,2654167.757,17800,3,0.5,0,0,47.1
Application_863534385,24,5,13,3582727.104,7500,4,0.0,0,0,25.01
Application_864359285,74,15,18,3375024.216,10000,15,0.5,0,0,42.99
Application_864903752,45,10,18,753534.859,16000,8,0.5,0,0,47.09
Application_866541745,29,5,11,4982959.615,0,2,0.5,0,0,48.61
Application_868071697,47,10,16,847267.529,12750,12,0.75,0,0,56.99
Application_868416280,51,12,19,3756852.452,10000,11,0.4,0,0,38.67
Application_870009989,44,9,19,943745.334,5000,7,0.0,0,0,27.28
Application_872571847,66,12,18,3789511.056,15000,16,0.2857142857142857,0,0,33.67
Application_872830008,48,9,19,1296399.457,7000,9,0.19999999999999996,0,0,34.15
Application_874740404,28,5,13,327748.835,9000,4,0.5,0,0,52.19
Application_874857207,30,5,13,2801947.462,12000,7,0.0,0,0,23.4
Application_875834446,41,8,18,510714.793,5500,7,0.19999999999999996,0,0,37.11
Application_877570141,78,12,18,1074380.821,27500,18,0.4444444444444444,0,0,42.86
Application_877574126,52,10,19,2422866.074,10000,10,0.19999999999999996,0,0,32.0
Application_877723240,66,8,16,2178220.637,29000,13,0.5555555555555556,0,0,45.03
Application_879749975,27,6,13,2061273.809,7000,3,0.5,0,0,48.74
Application_88195601,56,11,18,844443.745,5000,12,0.0,0,0,27.62
Application_882030529,18,3,11,2608291.718,0,2,0.5,0,0,50.58
Application_88479581,70,12,16,4123355.703,31000,19,0.4285714285714286,0,0,37.85
Application_886515262,63,9,20,2042110.305,30000,11,0.5714285714285714,0,0,45.78
Application_888479862,40,9,18,1001027.889,14000,7,0.6666666666666667,0,0,53.05
Application_89113407,29,6,14,520194.19,40000,5,0.6666666666666667,0,0,52.96
Application_891389450,55,9,16,2226515.188,30000,12,0.2857142857142857,0,0,34.09
Application_893519087,31,5,16,593905.587,13500,5,0.25,0,0,38.01
Application_895063581,45,8,18,1252394.122,5000,9,0.16666666666666663,0,0,33.08
Application_895241174,36,8,16,873203.472,22000,5,0.33333333333333337,0,0,39.49
Application_898874076,34,6,13,4977395.109,5000,3,0.0,0,0,26.21
Application_899505410,64,14,19,4478601.425,5000,12,0.33333333333333337,0,0,35.86
Application_901692229,39,8,16,3200074.97,5000,6,0.75,0,0,53.56
Application_901793095,40,8,18,1019553.772,5000,8,0.25,0,0,37.04
Application_902019603,26,4,11,4115423.564,0,2,0.5,0,0,49.19
Application_903849587,26,5,13,4186749.765,12974,3,0.0,0,0,26.1
Application_904085822,48,9,16,931049.178,24000,12,0.16666666666666663,0,0,32.47
Application_90442094,33,8,16,1023646.248,25000,6,0.33333333333333337,0,0,38.77
Application_905902853,35,7,18,711230.211,5000,6,0.0,0,0,28.14
Application_909100209,16,2,11,88418.978,10000,1,0.5,0,0,62.1
Application_909491524,42,10,18,941263.446,15000,9,0.25,0,0,36.49
Application_909589414,30,5,13,4099312.194,10000,3,0.0,0,0,26.4
Application_909739848,36,7,16,513450.239,0,6,0.19999999999999996,0,0,37.54
Application_911291915,22,4,11,2727718.801,25000,4,0.5,0,0,44.44
Application_913859491,24,4,13,2716649.368,23000,4,0.0,0,0,24.62
Application_914660918,30,5,14,1913803.987,25000,6,0.33333333333333337,0,0,36.86
Application_915426843,21,3,13,2735376.274,15000,2,0.5,0,0,49.23
Application_918578724,60,9,17,700484.199,21000,13,0.1428571428571429,0,0,32.62
Application_918770224,71,12,19,3783074.431,10000,12,0.4285714285714286,0,0,39.79
Application_919767326,53,9,16,2761880.806,0,11,0.2857142857142857,0,0,35.83
Application_920048730,25,6,11,2738112.463,40000,4,0.0,0,0,23.23
Application_920229339,50,10,18,2948869.956,28000,10,0.8,0,0,53.97
Application_920497952,28,5,13,2799322.46,50000,4,0.0,0,0,22.36
Application_92091920,45,7,17,1120878.721,0,9,0.19999999999999996,0,0,35.16
Application_922548545,24,3,13,2795744.78,28000,4,0.0,0,0,24.13
Application_923808413,36,7,16,718538.796,20000,6,0.19999999999999996,0,0,34.91
Application_923963777,28,6,16,914230.058,5000,4,0.0,0,0,29.38
Application_927205634,40,5,16,2415917.572,0,8,1.0,0,0,64.81
Application_929235447,36,6,13,4963074.057,5000,3,0.6666666666666667,0,0,52.88
Application_930742634,43,10,19,2759322.85,10000,8,0.0,0,0,23.61
Application_931862671,31,5,13,2624572.16,6000,3,0.5,0,0,48.08
Application_93597308,60,11,18,1598546.112,50000,15,0.16666666666666663,0,0,28.74
Application_936809026,66,13,19,3327200.156,6000,15,0.4285714285714286,0,0,40.5
Application_93779745,19,5,10,571750.126,12500,3,0.5,0,0,52.21
Application_93924041,21,3,13,2716152.864,17000,2,0.5,0,0,49.1
Application_94412737,30,6,11,1722786.542,6000,2,0.5,0,0,51.36
Application_944177310,24,3,13,2741318.01,10000,2,0.5,0,0,49.63
Application_945420689,25,4,13,2691845.861,40000,4,0.5,0,0,43.28
Application_947660940,38,6,17,1968657.364,6000,5,0.33333333333333337,0,0,38.29
Application_947906225,36,7,16,703397.393,50000,7,0.6666666666666667,0,0,51.24
Application_948316229,76,13,19,4549805.479,30000,18,0.5714285714285714,0,0,43.34
Application_948906324,27,5,16,669842.23,5000,3,0.33333333333333337,0,0,45.66
Application_950298399,62,12,16,1629742.114,0,15,0.4285714285714286,0,0,43.16
Application_952532843,35,6,13,4833252.092,9000,7,0.5,0,0,41.98
Application_952744464,29,5,14,2148192.445,0,5,0.6666666666666667,0,0,51.84
Application_953097922,26,5,14,686737.301,20000,4,0.33333333333333337,0,0,42.38
Application_953335632,20,3,13,2641888.195,5000,2,0.0,0,0,30.14
Application_953392572,36,8,16,2123951.217,35000,7,0.6666666666666667,0,0,49.07
Application_954522576,47,11,18,772437.792,5000,10,0.19999999999999996,0,0,35.89
Application_958076943,26,6,13,3252288.142,40000,5,0.0,0,0,20.71
Application_95863982,27,6,11,2754467.222,0,7,0.0,0,0,24.41
Application_96006350,45,8,16,1481251.894,0,9,0.8,0,0,58.31
Application_961505598,31,5,17,751362.354,10000,3,0.33333333333333337,0,0,44.91
Application_967923535,25,5,13,2706363.238,5000,4,0.33333333333333337,0,0,39.4
Application_969058358,67,10,18,1906837.348,25000,16,0.4285714285714286,0,0,40.68
Application_970143308,52,9,16,1303172.612,12500,11,0.1428571428571429,0,0,31.41
Application_971306755,18,3,11,2655444.144,0,2,0.5,0,0,50.52
Application_972938507,40,8,17,2044958.378,35786,7,0.6666666666666667,0,0,49.13
Application_974860050,28,5,15,1140898.575,0,3,0.33333333333333337,0,0,44.43
Application_978461598,22,3,13,2754409.689,13000,3,0.0,0,0,27.37
Application_978797398,20,4,11,2654006.317,20000,3,0.5,0,0,46.93
Application_980495316,51,12,16,2330221.835,42000,13,0.4,0,0,37.56
Application_983392205,97,19,19,11706149.3,21500,29,0.4285714285714286,0,0,35.42
Application_984488973,29,6,13,2739099.459,8000,6,0.5,0,0,43.79
Application_985915578,35,8,18,2038573.255,15000,6,0.0,0,0,24.13
Application_987213908,52,11,18,1432184.384,15000,13,0.6,0,0,49.21
Application_987262285,36,7,16,772385.211,6000,7,0.5,0,0,47.81
Application_989064530,45,8,18,1781138.59,12500,8,0.6,0,0,48.74
Application_994471234,28,6,14,611466.348,0,5,0.33333333333333337,0,0,42.34
Application_99637081,55,9,19,906656.087,30000,10,0.33333333333333337,0,0,38.74
Application_996408810,39,9,16,2503991.583,10000,8,0.75,0,0,53.9
